repo_full_name,predict,Truth,correct
zent-seed,1,1,1
falcor-restify,1,1,1
paypal.github.com,1,1,1
teamcity-swabra,1,1,1
gofountain,1,0,0
teamcity-process-output-parsers,1,1,1
nemo-wd-bridge,1,0,0
pomelo-admin,1,1,1
permissions-sdk-java,1,1,1
medium-sdk-python,1,1,1
mos-coverage,1,0,0
go-sq-metrics,1,1,1
RTran,1,1,1
thrift-php,1,1,1
nlpljs,1,0,0
fe-guide,1,1,1
runway-model-toomanybananas,1,1,1
lightbeam,0,1,0
dleyna-connector-dbus,1,1,1
haeinsa,1,1,1
cornerstoneWebImageLoader,1,1,1
google-drive-proxy,1,1,1
dart2java,1,0,0
hover,1,1,1
webapps-todo-list,1,0,0
OptiKeyWiki-ZH,1,1,1
navc,1,1,1
generator-goro,1,0,0
CodeX,1,1,1
puppet-kafka,1,1,1
pbba-merchant-button-library-android,1,1,1
play-parseq,1,1,1
sandpiper,1,1,1
vdpau-hevc-example,0,0,1
elasticsearch-py,1,1,1
gcmd,1,1,1
medium-logos,1,1,1
between-meals,1,1,1
PJFDataSource,1,1,1
digitalassetlinks,1,1,1
storefront-sdk,1,1,1
MOE,1,1,1
energystrategies,1,1,1
robo-remote,1,1,1
iOS-netdiag,1,1,1
medium-api-docs,1,1,1
typed-request-client,1,1,1
mobx-react-devtools,1,0,0
SimpleAL,1,1,1
vulnreport,1,1,1
schematizer,1,0,0
mongo,0,0,1
tamper,1,1,1
mira-ceph-ansible,1,1,1
ciao-webui,1,1,1
ins,1,1,1
Updates-for-OSS-Performance,1,1,1
nvt,1,1,1
FRDIntent,1,1,1
websensor-sensor-info,1,1,1
mobile-persistence,1,0,0
teamcity-rake,1,1,1
ipaddr-py,1,1,1
puppet-omnibus,1,1,1
intellij-scala-historical,1,1,1
go-netconf,1,1,1
wookiee-kafka,1,1,1
container-networking-builder,1,0,0
node-memwatch,1,1,1
stringprep,1,1,1
jedi,1,1,1
Intel-Pattern-Matching-Technology,1,1,1
deepin-shortcut-viewer,1,1,1
governator,1,1,1
webapps-flashcards,1,0,0
airtest,1,1,1
DevArt,1,0,0
audit-normalmap,1,1,1
cbootimage-configs,1,1,1
isafw,1,0,0
python-ilorest-library-old,1,1,1
rust-subprocess-communicate,1,0,0
twurl,1,1,1
easybundler,1,1,1
rundeck-chatops-plugin,1,1,1
supersonic,1,1,1
offload,1,1,1
pyxl,1,0,0
hive-funnel-udf,1,1,1
teamcity-service-messages,1,1,1
teamcity-maven-archetypes,1,1,1
TeamCity.VsOnline.WorkItems,1,1,1
gulava,1,1,1
ngx_brotli,1,1,1
vim-selector,1,1,1
gym,0,1,0
Testify,1,1,1
womeng_handbook,1,1,1
edison-u-boot,1,1,1
cubism,1,1,1
AATT,1,1,1
resque,0,1,0
souffle,1,1,1
umf,1,1,1
xgboost-predictor-java,1,1,1
ranch,1,1,1
resharper-cyclomatic-complexity,1,1,1
osx-cpu-temp,1,1,1
osb-kafka-transport,1,1,1
kotlin-fiddle,1,1,1
k8srnd-sockshop-queue-master,1,1,1
phabricator,0,0,1
nixysa,1,1,1
librdkafka,1,0,0
meta-intel-camera,1,1,1
ironic-oneview-cli,1,1,1
stylint-config-groupon,1,1,1
scala_school,1,1,1
pub_cache,1,1,1
puppet,0,1,0
fest,1,1,1
FluidNet,1,1,1
portlibfori,1,1,1
acme-freight-recommendation,1,1,1
http,1,1,1
GitPad,1,1,1
ilo-rest-api-docs,1,1,1
wookiee-netty,1,1,1
usketch,1,0,0
merchant-sdk-php,1,1,1
pomelo-zookeeper-plugin,1,0,0
nginx-upsync-module,1,1,1
cncmicroscope-cad,1,0,0
node-log4js-logmet-appender,1,1,1
corvus,1,1,1
mail-importer,1,1,1
glisten,1,0,0
MLeaksFinder,1,1,1
contrail-vcenter-plugin,1,1,1
Nicobar,1,1,1
cordova-plugin-intel-xdk-audio,1,1,1
ReTrack,1,1,1
gemoji,1,1,1
webapps-memory-match,1,0,0
PyStaticConfiguration,1,1,1
nova-docker,1,1,1
django-ibmi,1,1,1
hermes,1,1,1
qg.db,1,1,1
cloud-cup,1,1,1
edda-client,1,1,1
contrail-ceilometer-plugin,1,1,1
multidimensional_urlencode,1,1,1
gomemcache,1,1,1
programmer-games,1,1,1
coursebuilder-releases,1,1,1
libtrust,1,0,0
acme-freight-controller,1,1,1
DTCoreText,0,0,1
android_library_permissiondispatcher,1,1,1
sedi,1,0,0
nginx-upstream-fair,1,1,1
neper,1,1,1
runway-browser,1,1,1
broc,1,1,1
dropbox-api-v2-repl,1,1,1
galaxy-fds-sdk-python,1,1,1
jsms-api-java-client,1,1,1
babelapi,1,0,0
contrail-third-party-packages,1,1,1
bugsnag-android,1,1,1
photonos-netmgr,1,1,1
lkp-qemu,0,0,1
lightSAML,1,1,1
prudaq,1,0,0
SparkChamber,1,1,1
tsung,1,0,0
signals-ios,1,1,1
tair-java-client,1,0,0
xitu.github.io,1,0,0
jet-app-store,1,1,1
zanhttp-boilerplate,1,1,1
securemessage,1,1,1
djinni,1,1,1
vso-httpclient-java,1,1,1
material-design-icons,1,1,1
tracking-pixel,1,1,1
k8s-daemonupgradecontroller,1,1,1
nunit,1,0,0
wookiee-socko,1,0,0
geo-search-tool,1,0,0
dleyna-linux,1,1,1
terrapin,1,1,1
atomic-style,1,0,0
thrift-tools,1,1,1
offline-content-packager,0,0,1
mysql-protobuf,1,0,0
ccql,1,1,1
pyMIC,1,1,1
contrail-installer,1,1,1
facepp-javascript-sdk,1,1,1
less.js,0,0,1
ironwill,0,0,1
plovr,0,0,1
stemcell,1,1,1
playframework,0,0,1
QConf,1,1,1
example-package-dealer,1,1,1
looker-slackbot,1,1,1
oink,1,0,0
xpaf,1,0,0
fake_braintree,1,1,1
php-PDO_IBM-ibmi,1,1,1
Flask-AppBuilder,1,0,0
pedant,1,1,1
pants,0,0,1
dotnet-cas-client,1,1,1
redis,1,1,1
jchat-swift,1,1,1
jmessage-android-uikit,1,0,0
likewise-open,1,1,1
dyn,1,1,1
rhdp-httrack,1,1,1
cisco.github.io,1,1,1
go-metrics,1,1,1
Galileo-Runtime,1,1,1
teamcity-fxcop,1,1,1
react-native-push-notification,1,0,0
dde-help,1,1,1
contrail-java-api,1,1,1
Selenium-Grid-Extras,1,1,1
torch-cutorch,1,0,0
rancher-ui-driver,1,1,1
DropboxBusinessScripts,1,1,1
canvas-5-polyfill,1,1,1
kafka_protocol,1,1,1
preceptor,1,1,1
Highlightr,1,1,1
vmx-docker-lwaftr,1,1,1
k8srnd-sockshop-orders,1,1,1
chatofpomelo,1,1,1
hawtio,0,1,0
facepp-php-sdk,1,1,1
sdk-index,1,0,0
shlex,1,1,1
cpp-netlib,1,0,0
stackalytics,1,1,1
bufrw,1,1,1
MegviiCloudSDK,1,0,0
wayland-tracker,1,1,1
maximum-awesome,1,1,1
bobo,1,1,1
radioreceiver,1,0,0
okta-oidc-aws,1,1,1
python-hpICsp,1,1,1
pilgrim,1,1,1
facepp-java-sdk,1,1,1
agera,1,1,1
tegra-rootfs-scripts,1,1,1
AndFix,1,0,0
serialized_attributes,1,1,1
jndn-management,1,1,1
appear,1,1,1
cordova-plugin-intel-xdk-player,1,1,1
cordova-plugin-intel-xdk-cache,1,1,1
copenapi,1,1,1
ride-sharing,1,0,0
small-gpu-rendering-examples,1,1,1
ccs-pyosxframeworks,1,1,1
mcic-coco,1,0,0
dep-audit,1,0,0
xr-telemetry-m2m-lib,0,0,1
sails-forcedotcom,1,1,1
cap-library,1,1,1
drawee-text-view,1,1,1
fuel-plugin-vxlan-vlan-7,1,1,1
sails-swagger,1,1,1
youtube-ios-player-helper,1,1,1
doorman,1,0,0
cordova-plugin-intel-xdk-facebook,1,1,1
for-win,1,1,1
PayPal-iOS-SDK,1,1,1
tsar,1,1,1
ProductionKernelQuilts,1,0,0
py-look-for-timeouts,1,1,1
falcor-http-datasource,1,0,0
design.yyuap.com,1,1,1
owplan,1,1,1
scripts-to-rule-them-all,1,1,1
babel-plugin-transform-custom-element-classes,1,1,1
vsphere-automation-sdk-ruby,1,1,1
galaxy-hadoop,1,1,1
hacheck,1,1,1
vqfx10k-vagrant,1,1,1
googet,1,1,1
puppet-netdev-stdlib-junos,1,1,1
fuel-plugin-etckeeper,0,0,1
yelp-ruby,1,1,1
lua-cassandra,1,1,1
py-decorators-tutorial,1,0,0
qfetch-m3u8,1,1,1
changes-client,1,0,0
CloudFerry,1,1,1
invoice-sdk-dotnet,1,1,1
coyote,1,1,1
libaddressinput,1,1,1
qlive,1,0,0
yang,1,1,1
wookiee-json,1,0,0
password-alert,1,1,1
c-sdk-wdeps,1,0,0
mdwebhook,1,1,1
appcode-workshop,1,1,1
perf_api.dart,1,1,1
dart-scissors,1,1,1
ruby.taobao.org,1,0,0
simpleimage,1,0,0
amira,1,1,1
email_reply_parser,1,1,1
janky,1,1,1
vsaq,1,1,1
terraform-php,1,1,1
GraphJet,1,1,1
HJBC,1,0,0
ccs-pysecuretransport,1,1,1
msgp,1,1,1
squbs-java-seed.g8,1,1,1
stopwatch,1,1,1
falcor-path-syntax,1,0,0
mobx-tutorial-cn,1,0,0
join-us,1,1,1
thrift_client,1,1,1
gde-speakersbureau,1,0,0
uuid,1,1,1
mint-ui,1,1,1
meta-intel-iot-security,1,1,1
RedAlert,1,1,1
GT,1,1,1
arrow-logo,1,1,1
python-gflags,1,1,1
webapps-wordswarm,1,0,0
thunderbolt-software-user-space,1,1,1
intellij-deps-ini4j,1,1,1
puppet-hprest-module,1,1,1
invoice-sdk-php,1,1,1
branch_hinting_tool,1,1,1
vmw-guestinfo,1,1,1
style,1,1,1
odata4j,1,1,1
quiver-log,1,1,1
supplemental-reset-components-for-qsys,1,1,1
dleyna-control,1,1,1
allocation-instrumenter,1,1,1
acai,1,1,1
f2etest,1,1,1
PayPal-Python-SDK,1,1,1
mds,1,1,1
contrail-dpdk-extra-packages,1,0,0
ReSharperPowerToys,1,1,1
Raigad,1,1,1
vertx-redis,1,1,1
k8s-externalipcontroller,1,1,1
for-mac,1,1,1
nessrest,1,1,1
source_transformer.dart,0,0,1
hyou,1,1,1
samples-js-angular-1,1,1,1
palette.js,1,1,1
yelp_uri,1,1,1
elasticsearch-analysis-morphology,1,1,1
hpe-nv-js,0,0,1
watchpresenter,1,1,1
example-package-playingcard,1,1,1
transform-plugin-sdk,1,0,0
seafile-docs-ko,1,0,0
libchan,1,0,0
ruby-rrule,1,1,1
kew,1,1,1
http-proxy-middleware,1,1,1
farmhash,1,1,1
awesome-blogs,1,1,1
metrics-collector-client-java,1,1,1
resharper-presentation-assistant,1,1,1
coffeelint-config-groupon,1,1,1
json-schema-filter,1,1,1
npm-auto-version,1,0,0
dockerf,1,1,1
wookiee-etcd,1,1,1
sbt-intellij,1,1,1
galaxy-sdk-javascript,1,0,0
hammerspace,1,1,1
falcor-express,1,0,0
mdbm,1,1,1
language-jsonnet,1,1,1
grafana-dash-gen,1,1,1
REST-code-samples,1,0,0
android-things-examples,1,1,1
metrosvg,1,0,0
contrail-distro-third-party,1,1,1
yoko-tool,1,1,1
elephant-bird,1,1,1
clojure-turtle,1,1,1
urlnorm,1,1,1
prettytensor,1,1,1
pootle,1,1,1
tracing-framework,1,1,1
vogon,1,1,1
cronutils,1,1,1
elasticsearch-analysis-pinyin,1,1,1
tair,1,1,1
kafka-rest-node,1,1,1
open_nsfw,1,1,1
teamcity-sdk-maven-plugin,1,1,1
deepin-gtk-theme,1,1,1
ifmap-python-client,1,0,0
PayPal-PHP-SDK,1,1,1
depth_fusion,1,1,1
seafile-debian-packging,1,1,1
material-design-lite,1,1,1
vire,1,1,1
galaxy-fds-sdk-ios,1,0,0
promise.rb,1,1,1
cordova-plugin-wkwebview-file-xhr,1,1,1
eslint-config-iuap,1,1,1
docker-openldap,1,1,1
Mario,1,1,1
lovefield,1,1,1
TitanRecyclerView,1,1,1
coding-bisheng,1,1,1
TeamCity.ServiceMessages,1,1,1
LiquidFunPaint,1,0,0
javascript-ilorest-library,1,1,1
wookiee-cache,1,1,1
MOE,1,1,1
DroidPlugin,1,1,1
hermione-teamcity-reporter,1,1,1
jpush-cocos2d-x-plugin,1,0,0
shimmer-android,1,1,1
summingbird,1,1,1
embed-dart-vm,1,1,1
swarm,0,0,1
ubuntu-packaging-nvidia-driver,1,1,1
kmeans,1,1,1
libest,1,1,1
GPUImage,0,1,0
gold-podcast,1,0,0
phxsql,1,1,1
oraclejet,1,1,1
falcor-router,1,1,1
puppet-manifests,1,0,0
namebench,1,1,1
testrepo,1,0,0
infinity-interview-app-shell,1,0,0
keras,0,1,0
netdev,1,1,1
zcache,1,1,1
nvidia-modprobe,1,1,1
cloud-starter-kit,1,0,0
rpki-mgmt,1,0,0
seafile-server-installer,1,1,1
mirandum,1,1,1
cat.js,1,0,0
node-nominatim,1,1,1
version_sorter,1,1,1
teamcity-commit-hooks,1,1,1
netconf-perl,1,1,1
pytheas,1,0,0
a11y-tests,1,1,1
hypernova-react,1,1,1
ndprbrd,1,1,1
node-bloomd,1,1,1
field-kit,1,1,1
AskBox,1,0,0
gssh,1,1,1
rend-http,1,1,1
loadScript,1,1,1
pg_global_kv,1,0,0
libkv,1,1,1
storm-perf-test,1,1,1
logmet-client-njs,1,1,1
chronos,1,1,1
FBRetainCycleDetector,1,1,1
echo,1,1,1
power-traces,1,0,0
okta-openvpn,1,1,1
reair,1,1,1
photon-packer-templates,1,1,1
dynamic-application-loader-host-interface,1,1,1
kara,1,1,1
docker-custodian,1,1,1
sisu.inject,1,1,1
stash_core_api,1,1,1
distribution-library-image,1,1,1
dicomParser,1,1,1
plog,1,1,1
twemproxies,1,1,1
jpush-api-php-client,1,1,1
iio_testing_framework,0,0,1
upnp_info,1,1,1
jbox,1,1,1
ShareFile-PowerShell,1,1,1
kostyor-cli,1,1,1
jmessage-ios-uikit,1,1,1
mavlink-vehicles,1,1,1
cobar,1,1,1
fuel-plugin-docs,1,0,0
IgniteTraining,1,0,0
android-gradle,1,0,0
garethr-docker,1,1,1
engine-api,1,0,0
snakebite,1,0,0
docker,0,0,1
video.js,0,0,1
EGOTextView,1,0,0
gae-secure-scaffold-python3,1,1,1
gprof2dot,1,1,1
piex,1,1,1
dotpeek-peekfx,1,1,1
dockercraft,1,1,1
MagicaSakura,1,1,1
MSEC,1,1,1
mysql-haproxy-xinetd,0,0,1
game-off-2016,1,0,0
sdkdocs-template,1,1,1
permissions-sdk-ruby,1,1,1
lineuse,1,0,0
sensu_handlers,1,1,1
paypalcheckout-android,1,1,1
wheeljack,1,1,1
jiffy,1,1,1
arcanist,0,0,1
nvm-direct,1,1,1
compact_enc_det,1,1,1
puppet-paasta,1,1,1
ReSharperGallery,1,1,1
awesome-cpp-cn,1,1,1
ci-ijk-ffmpeg-android,1,1,1
packetdrill,1,1,1
puppet-ilorest-module,1,1,1
charlatan,1,1,1
observable,1,1,1
webpack-toolkit,1,1,1
recipe-010-webhook-php,1,1,1
neoui-knockout,1,0,0
Surus,1,1,1
clover,1,1,1
youtrack-workflows,1,1,1
node-info,1,1,1
contrail-horizon,1,1,1
airlock,1,1,1
contrail-nova-vif-driver,1,1,1
ios-webkit-debug-proxy,1,1,1
Powershell-Scripts,1,1,1
marshal,1,1,1
tech-talks,1,1,1
CaffeOnSpark,1,1,1
clearcase,1,1,1
ostara,1,1,1
livestream_demo_ios,1,1,1
okhttp,0,0,1
GVa,0,0,1
bayesian-belief-networks,1,1,1
external-wayland-protocols,1,1,1
here-sideloader-api-samples,1,1,1
qunit-bdd,1,1,1
spark-redshift,1,1,1
badge-up,1,1,1
ioprof,1,1,1
iot-js-api,1,1,1
orderedcode,1,1,1
container-networking-ansible,1,0,0
bugCatcher,1,1,1
pyasn,1,0,0
closure-compiler-archived,0,0,1
atg-commerce-iaas,1,1,1
grinder.dart,1,1,1
videojs-contrib-hls,1,0,0
local-dynamo,1,1,1
glide,1,0,0
storehaus,1,1,1
ozone-wayland,1,1,1
fixo,1,1,1
puppet-vault,0,0,1
iwen,1,1,1
happy-dns-android,1,1,1
falkor-archived,1,1,1
maps-for-work-samples,1,1,1
googlemock,1,1,1
ion-tests,1,1,1
ansible-coreos-kubernetes-master,1,1,1
html-quiz,1,1,1
accelerator-gzutil,1,1,1
youtrack-vcs-hooks,1,1,1
ansible-coreos-kubernetes-minion,1,1,1
uap-studio-html-snippets,1,1,1
perfmon,0,0,1
ribbon,1,1,1
font-go,1,1,1
text-ui,1,1,1
react-with-styles-interface-aphrodite,1,1,1
threat_intel,1,1,1
graph-index,1,1,1
nerve,1,1,1
Fido,1,1,1
SuperDelegate,1,1,1
elide-js,1,1,1
spark-metrics,1,0,0
NfWebCrypto,1,1,1
beansdbadmin,1,1,1
debug-repo,1,1,1
domaintest,1,1,1
code,1,0,0
js-stack-from-scratch,1,1,1
gradle-template,1,1,1
docker-saltstack-junos,1,1,1
puppet-orchestrator-for-mysql,0,1,0
task_list,1,0,0
elide-testing-framework,1,1,1
mysql-8.0,0,1,0
sofa-pbrpc,1,1,1
intro-to-d3,1,0,0
cloud-print-connector,1,1,1
gemini-teamcity,1,1,1
closure-stylesheets,1,1,1
breakout,1,1,1
webapps-go,1,0,0
otto,1,1,1
emre,1,1,1
jsontoken,1,1,1
java-code-styles,1,1,1
amazon-pay-sdk-samples,1,1,1
zanphp.io-server,1,1,1
mysql-junit4,1,0,0
cassovary,1,1,1
x,1,1,1
solaris-xorg,1,1,1
mysql_streamer,1,1,1
chef-samples,1,0,0
open-nti-input-jti,1,0,0
eslint-config-google,1,1,1
api-samples,1,0,0
DOUSNSSharing,1,1,1
walle,1,1,1
analytics-infra-governance,1,1,1
OceanBase-0.5,1,1,1
hyperion,1,1,1
gitbook-plugin-iuap-design,1,0,0
whorlwind,1,1,1
ansible-etcd-cluster,1,1,1
ibm-cloud-functions-serverless-ocr-openchecks,1,1,1
squbs-scala-seed.g8,1,1,1
ShareFile-ObjectiveC,1,1,1
contrail-web-server-manager,1,1,1
cordova-plugin-browsertab,1,1,1
ioweb2016,1,0,0
phxrpc,1,1,1
pollexor,1,1,1
graphkit,1,1,1
zktraffic,1,1,1
chained-promise,1,1,1
ccp-docker-jenkins,1,1,1
CodeX-Runtime-iOS,1,0,0
react-cartographer,1,1,1
intelRSD,1,1,1
python-seafile,1,1,1
arduino101_manifest,1,0,0
ShareFile-NET,1,1,1
intellij-deps-log4j,1,1,1
vss,1,1,1
cordova-plugin-intel-xdk-device,1,1,1
cordova-plugin-intel-xdk-display,1,1,1
cloud-cup-android,1,1,1
pbnj,1,1,1
google-drive-shell-extension,1,1,1
hub-feedback,1,1,1
ffvademo,1,1,1
AppAuth-Android,1,1,1
cucumber-metrics,1,1,1
swift-internals,1,1,1
puppet-consul_template,1,1,1
nemo-appium,1,0,0
ImageOptimization,1,1,1
biosdisk,1,1,1
deline,1,1,1
Igvtg-xen,1,1,1
webapi-examples,1,1,1
osstracker,1,1,1
cbootimage,1,1,1
goipmi,1,1,1
logkafka,1,1,1
ruby-junos-ez-stdlib,1,1,1
linkedin.github.com,1,1,1
SysToolsLib,0,1,0
oracle-nosql-drivers,1,0,0
sparklint,1,1,1
xtd,0,1,0
terraform-provider-gitfile,1,1,1
bsonpatch,1,1,1
ots,1,0,0
kids,1,1,1
buffer-equal-constant-time,1,1,1
felint-config,1,1,1
gfw-toolkit,1,0,0
ccs-pycalendar,1,1,1
nodeunit,1,0,0
hackathon-unchain,1,1,1
haha,1,1,1
energysimulation,1,1,1
fuel-plugin-standalone-ceph,1,0,0
go-gir-generator,1,1,1
disk_perf_test_tool,1,1,1
opentracing-javascript,1,0,0
priam,1,1,1
webdriver-http-sync,1,1,1
chef-provisioning-oneview,1,1,1
fuel-plugin-celebrer,1,0,0
CODK-A-Flashpack,1,1,1
coordinators,1,1,1
netronome-agilio-vrouter,0,1,0
dino-date,1,1,1
teamcity-aws-codebuild-plugin,1,1,1
neoui-datetimepicker,1,0,0
